STATION,NAME,DATE,AWND,PRCP,SNOW,TAVG,TMAX,TMIN
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/07/2014,12.3,0,0,72,80,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/07/2014,9.62,0.12,0,67,70,56
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/07/2014,6.71,0.07,0,63,76,56
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/07/2014,7.16,0,0,68,79,58
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/07/2014,8.28,0,0,69,77,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/07/2014,12.3,0,0,73,87,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",07/07/2014,8.5,0.63,0,80,88,71
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",08/07/2014,12.08,0.54,0,76,81,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/07/2014,8.5,0,0,72,80,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/07/2014,4.47,0,0,70,79,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/07/2014,5.37,0.01,0,70,81,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/07/2014,10.51,0.47,0,74,80,70
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13/07/2014,9.62,0.01,0,76,85,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14/07/2014,8.05,0.2,0,72,80,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",15/07/2014,10.51,0.05,0,63,70,55
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",16/07/2014,7.38,0,0,63,72,55
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",17/07/2014,5.59,0,0,66,78,54
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",18/07/2014,6.93,0,0,70,79,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",19/07/2014,4.7,0,0,70,80,57
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",20/07/2014,4.47,0,0,72,82,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",21/07/2014,7.16,0,0,75,86,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",22/07/2014,11.86,0.01,0,79,90,69
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",23/07/2014,16.11,0,0,73,75,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",24/07/2014,8.72,0,0,65,75,57
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",25/07/2014,9.17,0,0,66,75,55
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",26/07/2014,5.59,0,0,74,84,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",27/07/2014,14.99,0.02,0,78,87,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",28/07/2014,11.18,0,0,67,73,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",29/07/2014,9.62,0.01,0,69,81,58
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",30/07/2014,6.93,0,0,69,79,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",31/07/2014,8.5,0,0,71,84,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/08/2014,6.93,0.15,0,73,85,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/08/2014,4.25,0,0,72,86,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/08/2014,6.93,0,0,75,87,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/08/2014,7.61,2.76,0,75,87,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/08/2014,6.26,0,0,71,80,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/08/2014,6.26,0,0,71,80,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",07/08/2014,8.95,0,0,72,81,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",08/08/2014,10.74,0,0,74,82,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/08/2014,9.17,0,0,74,80,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/08/2014,8.5,0,0,74,81,69
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/08/2014,6.71,0.85,0,72,82,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/08/2014,12.08,0.07,0,67,70,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13/08/2014,9.4,0,0,69,82,57
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14/08/2014,7.61,0,0,67,72,57
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",15/08/2014,6.04,0,0,65,78,52
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",16/08/2014,8.28,0,0,71,82,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",17/08/2014,8.5,0,0,70,71,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",18/08/2014,4.92,0,0,70,83,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",19/08/2014,10.74,0.09,0,77,86,69
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",20/08/2014,7.83,0,0,76,86,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",21/08/2014,4.92,0.98,0,75,79,70
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",22/08/2014,5.14,1.58,0,78,86,72
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",23/08/2014,4.92,0.34,0,77,86,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",24/08/2014,7.38,0,0,76,88,70
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",25/08/2014,6.71,0.01,0,79,88,71
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",26/08/2014,6.04,0.12,0,76,85,71
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",27/08/2014,6.93,0,0,74,82,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",28/08/2014,8.5,0,0,71,77,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",29/08/2014,11.18,0.08,0,76,86,71
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",30/08/2014,11.63,0.27,0,77,83,70
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",31/08/2014,6.71,0,0,76,85,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/09/2014,11.41,0.36,0,77,83,70
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/09/2014,5.82,0.01,0,74,82,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/09/2014,6.71,0,0,73,83,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/09/2014,12.53,0.26,0,76,85,71
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/09/2014,10.96,0.5,0,80,88,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/09/2014,8.5,0,0,67,75,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",07/09/2014,4.25,0,0,67,80,54
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",08/09/2014,6.26,0,0,67,77,55
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/09/2014,7.61,0.01,0,70,79,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/09/2014,15.88,1.31,0,72,80,56
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/09/2014,10.29,0,0,54,56,50
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/09/2014,12.53,0.13,0,51,55,44
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13/09/2014,7.61,0,0,47,59,41
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14/09/2014,4.92,0,0,53,65,42
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",15/09/2014,4.92,0,0,56,62,51
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",16/09/2014,4.47,0,0,56,68,44
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",17/09/2014,2.91,0,0,59,70,48
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",18/09/2014,6.26,0,0,61,70,53
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",19/09/2014,11.41,0,0,63,78,53
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",20/09/2014,10.07,0.12,0,69,77,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",21/09/2014,12.75,0,0,65,69,51
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",22/09/2014,5.59,0,0,55,67,46
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",23/09/2014,4.25,0,0,60,74,51
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",24/09/2014,5.59,0,0,65,77,54
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",25/09/2014,2.01,0,0,65,74,56
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",26/09/2014,4.47,0,0,65,79,51
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",27/09/2014,3.8,0,0,66,79,54
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",28/09/2014,3.13,0,0,65,78,53
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",29/09/2014,8.95,0.01,0,66,83,53
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",30/09/2014,9.62,0,0,53,58,47
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/10/2014,10.51,0,0,58,70,49
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/10/2014,7.83,0.32,0,67,72,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/10/2014,16.33,0.68,0,60,65,43
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/10/2014,13.87,0.06,0,42,47,35
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/10/2014,8.95,0.01,0,45,55,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/10/2014,8.72,0.01,0,52,61,42
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",07/10/2014,11.41,0,0,55,66,48
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",08/10/2014,11.41,0,0,54,65,44
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/10/2014,5.82,0,0,54,62,43
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/10/2014,8.28,0,0,50,58,39
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/10/2014,4.47,0,0,47,59,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/10/2014,9.17,0.01,0,49,63,38
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13/10/2014,9.17,0.64,0,59,67,56
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14/10/2014,10.29,0.65,0,63,65,52
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",15/10/2014,9.84,0.05,0,53,55,50
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",16/10/2014,7.38,0,0,53,56,50
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",17/10/2014,13.2,0,0,54,62,48
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",18/10/2014,9.17,0.01,0,49,50,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",19/10/2014,8.28,0,0,43,54,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",20/10/2014,9.4,0.01,0,54,65,46
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",21/10/2014,11.41,0,0,50,53,45
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",22/10/2014,4.92,0,0,48,56,35
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",23/10/2014,7.83,0,0,46,59,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",24/10/2014,5.82,0,0,57,67,52
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",25/10/2014,10.96,0,0,62,72,49
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",26/10/2014,5.82,0,0,54,64,42
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",27/10/2014,12.97,0,0,60,77,51
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",28/10/2014,15.66,0,0,61,68,45
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",29/10/2014,9.84,0,0,47,49,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",30/10/2014,5.59,0,0,42,51,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",31/10/2014,22.82,0.03,0.1,42,47,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/11/2014,8.72,0,0,38,43,29
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/11/2014,9.84,0,0,36,51,25
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/11/2014,15.21,0,0,51,62,43
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/11/2014,15.43,0,0,55,60,44
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/11/2014,9.17,0,0,47,60,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/11/2014,17,0,0,47,51,38
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",07/11/2014,8.28,0,0,38,43,29
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",08/11/2014,11.63,0.01,0,43,47,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/11/2014,8.95,0,0,41,52,35
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/11/2014,13.2,0,0,49,62,41
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/11/2014,15.21,0.21,0,49,58,31
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/11/2014,13.42,0,0,29,31,24
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13/11/2014,12.3,0,0,26,29,24
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14/11/2014,7.83,0,0,26,27,21
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",15/11/2014,5.59,0.04,1.4,24,31,17
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",16/11/2014,7.61,0.01,0.2,26,31,18
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",17/11/2014,16.11,0,0.3,18,21,11
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",18/11/2014,16.78,0,0,13,19,9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",19/11/2014,15.21,0,0,22,32,17
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",20/11/2014,14.99,0,0,22,27,14
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",21/11/2014,8.5,0,0,20,35,7
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",22/11/2014,13.2,0.07,0,37,52,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",23/11/2014,10.51,0.63,0,50,52,48
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",24/11/2014,17.22,0.43,0.7,42,49,24
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",25/11/2014,10.29,0.01,0.2,24,26,18
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",26/11/2014,5.14,0,0,22,29,17
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",27/11/2014,9.84,0,0,25,27,15
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",28/11/2014,10.51,0,0,22,34,18
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",29/11/2014,13.2,0,0,37,51,29
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",30/11/2014,11.41,0,0,46,50,24
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/12/2014,11.63,0,0,22,25,18
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/12/2014,10.07,0,0,25,34,18
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/12/2014,10.51,0,0,30,37,24
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/12/2014,7.61,0,0,28,35,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/12/2014,4.7,0,0,35,40,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/12/2014,11.41,0,0,35,40,26
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",07/12/2014,9.84,0,0,31,36,26
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",08/12/2014,9.17,0.2,0,33,37,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/12/2014,13.42,0,0,35,38,31
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/12/2014,11.18,0,0,31,33,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/12/2014,8.95,0,0,28,32,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/12/2014,9.4,0,0,29,37,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13/12/2014,7.83,0,0,38,47,35
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14/12/2014,8.28,0,0,47,50,45
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",15/12/2014,11.41,0.06,0,46,46,42
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",16/12/2014,12.08,0.02,0,42,45,29
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",17/12/2014,11.18,0,0,28,29,24
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",18/12/2014,5.59,0,0,24,28,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",19/12/2014,4.92,0,0,29,32,27
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",20/12/2014,3.8,0,0,30,33,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",21/12/2014,10.29,0,0,33,36,31
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",22/12/2014,11.18,0.32,0,33,41,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",23/12/2014,10.51,0.19,0,44,48,38
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",24/12/2014,8.05,0,0,39,40,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",25/12/2014,14.32,0,0,37,42,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",26/12/2014,10.29,0,0,41,50,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",27/12/2014,15.21,0,0,44,49,31
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",28/12/2014,7.61,0,0,29,35,22
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",29/12/2014,9.4,0,0,27,30,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",30/12/2014,10.51,0,0,17,20,9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",31/12/2014,13.87,0,0,11,18,4
